"docid"	"actualdate"	"earliestdate"	"firstpub"	"tags"	"recordid"	"OCLC"	"author"	"enumcron"	"title"	"gender"	"nationality"	"authsvols"
"mdp.39015063959897"	1903	1903	1903	"elite"	326029	3641698	"Seawell, Molly Elliot"		"The fortunes of Fifi"	"f"	"us"	45
"nyp.33433022469757"	1903	1903	1903	"elite"	8609185	12903245	"Roseboro', Viola"		"The joyous heart"			1
"nyp.33433075723480"	1903	1903		"vulgar"			"Rogers, Robert L"		"Tom Johnson"			2
"uc2.ark+=13960=t8gf0ng5c"	1903	1903		"vulgar"			"Richards, Laura Elizabeth Howe"		"The golden windows"	"f"	"us"	95
"nyp.33433076042153"	1903	1903	1903	"elite"	8679572	10676351	"Trumbull, Annie Eliot"		"Life's common way"	"f"	"us"	6
"nyp.33433076054059"	1903	1903		"vulgar"			"Owen, Rye"		"Red-headed gill"	"m"	"us"	1
"nyp.33433076060049"	1903	1903	1903	"vulgar"	8679170	905008	"Palmer, Frederick"		"The vagabond"	"m"	"us"	27
"uc2.ark+=13960=t7vm4gd68"	1903	1903	1903	"elite"	1423312	1990605	"Moore, George"		"The untilled field"	"m"	"ir"	216
"njp.32101066457811"	1903	1903	1903	"elite"	8928057	2404143	"Converse, Florence"		"Long Will"	"f"	"us"	9
"nyp.33433076045925"	1903	1903	1903	"elite"	8679031	2865139	"Miller, Alice Duer"		"The modern obstacle"	"f"	"us"	20
"uc2.ark+=13960=t5x63bj5g"	1903	1903	1903	"elite"	7649583	1443909	"Smith, Francis Hopkinson"		"The under dog"	"m"	"us"	155
"nyp.33433074797519"	1903	1903		"vulgar"			"Brady, Cyrus Townsend"		"The bishop;"	"m"	"us"	115
"nyp.33433074876156"	1903	1903	1903	"vulgar"			"MacGregor, Hector"		"The souter's lamp"			1
"mdp.39015059386071"	1903	1903	1903	"vulgar"			"Ade, George"		"In Babel;"	"m"	"us"	61
"uc2.ark+=13960=t4wh2g65s"	1903	1903	1903	"vulgar"			"Andrews, Mary Raymond Shipman"		"A kidnapped colony"	"f"	"us"	54
"mdp.39015063939782"	1903	1903	1903	"elite"	280839	5258257	"Loomis, Charles Battell"		"Cheerful Americans"	"m"	"us"	25
"uc2.ark+=13960=t2794111g"	1903	1903	1903	"elite"	390380	15145313	"Fox, John"		"The little shepherd of Kingdom Come"	"m"	"us"	66
"nyp.33433076042989"	1903	1903		"vulgar"			"Meekins, Lynn Roby"		"Adam Rush;"	"f"	"us"	5
"nyp.33433075861348"	1903	1903		"vulgar"			"Young, Florence Ethel Mills"		"The triumph of Jill"	"f"	"uk"	3
"uc2.ark+=13960=t1fj2bd0w"	1904	1904	1904	"elite"	6497693	28885752	"Kelly, Myra"		"Little citizens"	"f"	"ir"	9
"nyp.33433074872130"	1916	1904	1904	"vulgar"			"Hudson, W. H"		"Green Mansions"	"m"	"uk"	57
"mdp.39015063952751"	1904	1904		"presentaselite"			"Sedgwick, Anne Douglas"		"Paths of judgement"	"f"	"uk"	50
"uc2.ark+=13960=t3zs2n00v"	1904	1904		"vulgar"			"Grimm, George"		"Pluck"	"m"	"us"	1
"mdp.39015030198637"	1904	1904	1904	"vulgar"			"Watanna, Onoto"		"Daughters of Nijo"	"f"	"ca"	24
"uc2.ark+=13960=t8rb6wq8k"	1905	1905	1905	"elite"	7655624	4700468	"Chambers, Robert W"		"The reckoning"	"m"	"us"	140
"uc2.ark+=13960=t8v980b3t"	1905	1905	1905	"vulgar"			"Dickson, Thomas"		"The clansman"	"m"	"us"	52
"uc2.ark+=13960=t72v2dq8z"	1905	1905		"vulgar"			"Elliott, Maud Howe"		"Two in Italy"	"f"	"us"	12
"uc2.ark+=13960=t14m91k99"	1905	1905	1905	"elite"	7656815	4145884	"Davis, Norah"		"The northerner"	"f"	"us"	4
"mdp.39015066068613"	1916	1907	1907	"elite"	666996	4392089	"Conrad, Joseph"		"The secret agent;"	"m"	"uk"	433
"uc2.ark+=13960=t52f7sh9h"	1907	1907	1907	"elite"	7695460	44023077	"Buckley, William"		"Cambia Carty and other stories"	"m"	"ir"	3
"mdp.39015063924636"	1907	1907	1907	"presentaselite"			"Phillpotts, Eden"		"The whirlwind"	"m"	"uk"	283
"nyp.33433074865787"	1907	1907	1907	"elite"	8666580	12404856	"Jepson, Edgar"		"The four philanthropists"	"m"	"uk"	19
"uc2.ark+=13960=t9862fb3w"	1907	1907	1907	"elite"	6497674	30209690	"Ellis, Havelock"		"Kit's woman; a Cornish idyll"	"m"	"uk"	9
"umn.319510020976254"	1907	1907		"vulgar"			"Gaskell, Catherine Milnes"		"Prose idyls of the West Riding"	"f"	"uk"	4
"nyp.33433074854625"	1907	1907	1907	"elite"	8668791	37231666	"Fox-Davies, Arthur Charles"		"The Mauleverer murders"	"m"	"uk"	6
"uc2.ark+=13960=t21c1wq1g"	1907	1907		"vulgar"			"Davis, M. E. M"		"The price of silence"	"f"	"us"	14
"uc2.ark+=13960=t1rf5zh8f"	1907	1907	1907	"elite"	7697853	6077719	"Crockett, S. R"		"Me and Myn"	"m"	"uk"	146
"uc2.ark+=13960=t5p846g0d"	1907	1907	1907	"elite"	7656707	5531721	"Dalziel, James"		"In the first watch"	"m"	"uk"	1
"mdp.49015000915109"	1907	1907	1907	"elite"	4474151	4753135	"Bennett, Arnold"		"The grim smile of the Five Towns"	"m"	"uk"	190
"mdp.39015059415789"	1907	1907		"vulgar"			"Nicholson, Meredith"		"The port of missing men"	"m"	"us"	40
"uc2.ark+=13960=t3rv0fp5t"	1907	1907		"vulgar"			"Laughlin, Clara E"		"Felicity"	"f"	"us"	28
"uc2.ark+=13960=t08w3g41f"	1907	1907	1907	"elite"	7695431	123190529	"Quiller-Couch, Arthur"		"Major Vigoureux"	"m"	"uk"	89
"uc2.ark+=13960=t0tq5tt8x"	1907	1907	1907	"vulgar"			"Fleming, Geraldine"		"Her priceless love"	"m"	"us"	3
"uc2.ark+=13960=t4kk98b83"	1907	1907	1907	"elite"	6541722	784427	"Whitlock, Brand"		"The turn of the balance"	"m"	"us"	21
"inu.30000104239052"	1907	1907		"vulgar"			"Reddall, Henry Frederic"		"Wit and humor of women;"	"m"	"us"	12
"nyp.33433076048002"	1907	1907	1907	"vulgar"			"Rives, Hallie"		"Satan Sanderson"	"f"	"us"	0
"nyp.33433074942545"	1908	1907	1907	"elite"	8668071	37223618	"Copping, Arthur E"		"Gotty and the guv'nor;"	"m"	"uk"	5
"nyp.33433076058274"	1908	1908		"vulgar"			"Travis, Elma A"		"The cobbler"	"f"	"us"	1
"njp.32101063581076"	1908	1908	1908	"vulgar"			"Jacobs, W. W"		"Salthaven"	"m"	"uk"	89
"uc2.ark+=13960=t9q23wb8q"	1908	1908	1908	"elite"	6541544	8580438	"Stacpoole, H. De Vere"		"The blue lagoon"	"m"	"ir"	23
"mdp.39015030855798"	1908	1908		"vulgar"			"Rex, Beach"		"The barrier"	"m"	"us"	0
"uc2.ark+=13960=t4sj1gm8n"	1908	1908	1908	"elite"	324648	2747339	"Phillpotts, Eden"		"The mother"	"m"	"uk"	283
"coo.31924013218056"	1908	1908	1908	"elite"	11405366	63958011	"Robins, Elizabeth"	"v.1"	"The convert"	"f"	"us"	23
"nyp.33433076094402"	1908	1908	1908	"vulgar"			"Knapp, Adeline"		"The well in the desert"	"f"	"us"	5
"nyp.33433112053750"	1909	1909	1909	"elite"			"Upward, Allen"		"Lord Alistair's Rebellion"	"m"	"uk"	7
"coo.31924013587674"	1909	1909	1909	"vulgar"			"Benson, E. F"		"The climber"	"m"	"uk"	157
"uc2.ark+=13960=t0qr4pk66"	1909	1909	1909	"vulgar"			"Whitaker, Herman"		"The planter"	"m"	"us"	12
"njp.32101063581712"	1909	1909		"vulgar"			"King, Basil"		"The inner shrine"	"m"	"us"	40
"mdp.39015011425389"	1909	1909	1909	"elite"	391481	4109226	"Glyn, Elinor"		"Three weeks"	"f"	"us"	42
"coo.31924012963785"	1910	1909	1909	"elite"			"Chesterton, G. K"		"The ball and the cross"	"m"	"uk"	28
"mdp.39015063511946"	1909	1909		"vulgar"			"Dejeans, Elizabeth"		"The winning chance"	"f"	"us"	17
"uc2.ark+=13960=t8kd1r66g"	1910	1910	1910	"vulgar"			"Henry, O"		"Strictly business"	"m"	"us"	237
"uc2.ark+=13960=t8qb9wx9k"	1910	1910	1910	"elite"	633758	8141507	"James, Winifred"		"Letters to my son"	"f"	"au"	4
"mdp.39015025363139"	1910	1910		"remove"			"Jacobs, Joseph"		"Indian fairy tales"			28
"uc1.b4512697"	1910	1910	1910	"vulgar"			"Kingsbury, Carl Louis"		"The mystery at the Carroll ranch"	"m"	"us"	5
"mdp.49015000979592"	1911	1911	1911	"elite"			"Galsworthy, John"		"The patrician"	"m"	"uk"	226
"uc2.ark+=13960=t0ns0m20z"	1911	1911	1911	"vulgar"			"Barr, Amelia Edith Huddleston"		"A maid of old New York"	"f"	"uk"	144
"uc1.b3123461"	1911	1911	1911	"vulgar"			"anonymous7"		"The Wit and humor of America"		"us"	0
"nyp.33433074863279"	1911	1911	1911	"elite"			"Hewlett, Maurice"		"Brazenhead the Great"	"m"	"uk"	142
"uiug.30112001317798"	1911	1911	1911	"elite"			"Wharton, Edith"		"Ethan Frome"	"f"	"us"	121
"inu.32000001384124"	1911	1911	1911	"vulgar"			"Benson, Robert Hugh"		"The dawn of all"	"m"	"uk"	35
"uc1.b3346792"	1911	1911	1911	"elite"	7926163	8933662	"Gibbon, Perceval"		"Margaret Harding"	"m"	"za"	8
"nyp.33433074919584"	1912	1912	1912	"elite"	8664028	1821609	"Alexander, Mirian"		"Beyond the law"	"f"	"uk"	1
"nnc1.cr61143707"	1914	1912	1912	"elite"	8417628	9491500	"Davis, William Stearns"		"The friar of Wittenberg"	"m"	"us"	12
"nyp.33433076089220"	1912	1912	1912	"elite"	8659769	11342982	"Kennedy, Sidney R"		"White ashes"	"m"		3
"nyp.33433076051329"	1912	1912		"vulgar"			"Maniates, Belle Kanaris"		"David Dunne;"	"f"	"ca"	13
"uc1.b4103059"	1912	1912		"vulgar"			"Stratton-Porter, Gene"		"The harvester"	"f"	"us"	44
"uc1.32106005398463"	1912	1912	1912	"elite"			"Cather, Willa"		"Alexander's Bridge"	"f"	"us"	70
"mdp.39015030750981"	1913	1913	1913	"elite"	436645	1043521	"Herrick, Robert"		"One woman's life"	"u"	"us"	59
"mdp.39015030017886"	1924	1913	1913	"elite"	1200361		"Bojer, Johan"		"The Prisoner Who Sang"	"m"	"no"	42
"uc1.b3486106"	1913	1913	1913	"vulgar"			"Cunninghame Graham, R. B"		"A hatchment"	"m"	"uk"	23
"nyp.33433074929450"	1913	1913		"vulgar"			"Brebner, Percy James"		"The little gray shoe;"	"m"	"uk"	13
"uc2.ark+=13960=t1cj87x20"	1913	1913		"vulgar"			"Bower, B. M"		"The gringos"	"f"	"us"	42
"nyp.33433074815576"	1913	1913	1913	"elite"	6084806	2407526	"Bullard, Arthur"		"Comrade Yetta"	"m"	"us"	8
"uc2.ark+=13960=t9n29rc1s"	1913	1913	1913	"elite"	7660255	24930545	"Goldie, V"		"The declension of Henry D'Albiac"	"m"	"uk"	3
"mdp.39015059447527"	1913	1913		"vulgar"			"Comfort, Will Levington"		"The road of living men;"	"m"	"us"	28
"uc2.ark+=13960=t26971c28"	1913	1913	1913	"vulgar"			"Holmes, Richard S"		"Bradford Horton: Man"	"m"	"us"	5
"uc2.ark+=13960=t1qf91x3f"	1913	1913	1914	"elite"	7700897	2461814	"Mackenzie, Compton"	"v.2"	"Sinister street"	"m"	"uk"	38
"mdp.39015063550324"	1913	1913		"presentaselite"			"Harrison, Henry"		"V V's eyes"	"m"	"us"	0
"uc2.ark+=13960=t8v982h89"	1913	1913	1913	"elite"	7649600	1847523	"Snaith, J. C"		"An affair of state"	"m"	"uk"	23
"coo1.ark+=13960=t49p3m963"	1913	1913	1913	"elite"			"Sinclair, Upton"		"Sylvia: a novel"	"m"	"us"	85
"loc.ark+=13960=t5gb2z75v"	1913	1913		"vulgar"			"Grayson, David"		"The friendly road"	"m"	"us"	15
"loc.ark+=13960=t2h718d7v"	1914	1914	1914	"vulgar"			"Lynn, Margaret"		"A stepdaughter of the prairie"	"f"	"us"	3
"nyp.33433076076334"	1914	1914		"vulgar"			"Hartman, Lee Foster"		"The white sapphire;"	"m"	"us"	1
"mdp.39015063959657"	1914	1914	1914	"elite"	450388	4697561	"Walpole, Hugh"		"The Duchess of Wrexe, her decline and death;"	"m"	"uk"	106
"nyp.33433074954763"	1914	1914	1914	"vulgar"			"Cullum, Ridgwell"		"The law breakers"	"m"	"uk"	33
"umn.319510020466601"	1914	1914	1914	"elite"			"Norris, Frank"		"Vandover and the Brute"	"m"	"us"	81
"uc1.b3862879"	1914	1914	1914	"elite"			"Herrick, Robert"		"Clark's Field"	"m"	"us"	59
"inu.30000011866658"	1914	1914		"vulgar"			"Weyman, Stanley John"		"Under the red robe"	"m"	"uk"	116
"mdp.39015030710860"	1915	1915	1915	"elite"			"Poole, Ernest"		"The harbor"	"m"	"us"	30
"mdp.39015000666704"	1915	1915	1915	"elite"			"Ford, Ford Madox"		"The Good Soldier"	"m"	"uk"	66
"inu.32000011500214"	1916	1916	1916	"vulgar"			"Burroughs, Edgar Rice"		"The beasts of Tarzan"	"m"	"us"	28
"mdp.39015011506139"	1918	1916	1916	"elite"	538555	1171210	"Lewis, Wyndham"		"Tarr"	"m"	"uk"	16
"nyp.33433074840681"	1918	1916	1916	"vulgar"			"Curwood, James Oliver"		"The grizzly king"	"m"	"us"	73
"nyp.33433074865779"	1916	1916	1916	"elite"			"Howells, William Dean"		"The Leatherwood god"	"m"	"us"	327
"mdp.39015009020440"	1916	1916	1916	"vulgar"			"Mundy, Talbot"		"King of the Khyber rifles"	"m"	"uk"	18
"nyp.33433074863766"	1916	1916	1916	"elite"	8665452	2613388	"Joyce, James"		"A portrait of the artist as a young man"	"m"	"ir"	8
"uc2.ark+=13960=t0qr4qx3n"	1917	1917	1917	"vulgar"			"Oppenheim, E Phillips"		"The hillman"	"m"	"uk"	0
"uc2.ark+=13960=t6057f51x"	1917	1917		"vulgar"			"Rhodes, Eugene Manlove"		"West is west"	"m"	"us"	21
"nyp.33433074935077"	1918	1917	1917	"elite"	8663956	2571956	"Cannan, Gilbert"		"The stucco house"	"m"	"uk"	29
"uc2.ark+=13960=t2794143s"	1917	1917		"vulgar"			"Burroughs, Edgar Rice"		"A princess of Mars"	"m"	"us"	28
"uc2.ark+=13960=t5x63cb4q"	1917	1917	1917	"elite"	1188226	297315	"Wharton, Edith"		"Summer"	"f"	"us"	121
"uc2.ark+=13960=t5r787t41"	1917	1917	1917	"elite"	7313634	7477745	"Richardson, Dorothy M"		"Backwater"	"f"	"uk"	16
"uc2.ark+=13960=t4zg6jp9m"	1917	1917	1917	"elite"	391772	6857018	"Goldring, Douglas"		"The fortune;"	"m"	"uk"	10
"nyp.33433074864434"	1917	1917		"vulgar"			"Gorell, Ronald Gorell Barnes"		"In the night"	"m"	"uk"	1
"mdp.39015008628714"	1918	1918	1918	"elite"	1194895	1152772	"West, Rebecca"		"The return of the soldier"	"f"	"uk"	14
"uc2.ark+=13960=t57d2zz9q"	1918	1918		"presentaselite"			"Stockton, Frank R"		"The story of Viteau"	"m"	"us"	120
"loc.ark+=13960=t7jq1gh0t"	1918	1918	1918	"vulgar"			"Krunich, Milutin"		"Serbia crucified;"	"m"	"serbian"	6
"mdp.39015002714957"	1919	1919	1919	"elite"	1377262		"Richardson, Dorothy M"		"The Tunnel"	"f"	"uk"	16
"mdp.39015014365145"	1919	1919	1919	"elite"	1020534		"Woolf, Virginia"		"Night and Day"	"f"	"uk"	31
"nyp.33433074920772"	1919	1919	1919	"vulgar"			"Bailey, H. C. (Henry Christopher)"		"The gamesters"	"m"	"uk"	21
"nyp.33433074943097"	1919	1919	1919	"vulgar"			"Comstock, Sarah"		"The valley of vision"	"f"	"us"	3
"uc2.ark+=13960=t8cf9kp28"	1919	1919	1919	"elite"	626210		"Cabell, James Branch "		"Jurgen: A Comedy of Justice"	"m"	"us"	0
"mdp.39015030755501"	1919	1919	1919	"elite"	559347		"Johnston, Sir Harry"		"The Gay-Dombeys"	"m"	"uk"	15
"mdp.39015019967010"	1924	1919	1919	"vulgar"			"Bergman, Hjalmar"		"God's orchid;"	"m"	"sw"	1
"uc2.ark+=13960=t10p0wz08"	1920	1919	1919	"vulgar"			"Burroughs, Edgar Rice"		"Tarzan the untamed"	"m"	"us"	28
"uc2.ark+=13960=t94748z1s"	1920	1919	1919	"vulgar"			"Jacobs, W. W"		"Deep waters"	"m"	"uk"	89
"mdp.39015063739802"	1919	1919	1919	"vulgar"			"Andrews, Mary Raymond Shipman"		"Joy in the morning"	"f"	"us"	54
"nyp.33433074807748"	1919	1919	1919	"vulgar"			"Brand, Max"		"The untamed"	"m"	"us"	17
"uc2.ark+=13960=t58c9t183"	1919	1919	1919	"vulgar"			"Watson, Robert"		"The girl of O. K. Valley"	"m"	"us"	3
"uc1.a0001253111"	1920	1920	1920	"elite"	100003826		"O. Douglas"		"Penny Plain"	"f"	"uk"	0
"uc2.ark+=13960=t7sn04s0c"	1920	1920	1920	"elite"	6533674		"Gibbs, Philip"		"Back to Life"	"m"	"uk"	48
"mdp.39015025919393"	1920	1920	1920	"vulgar"			"Weaver, Sarah Harbine"		"The doings of Jane"	"f"	"us"	1
"uc2.ark+=13960=t8gf0p99g"	1920	1920	1920	"elite"	390085		"Frank, Waldo"		"The Dark Mother"	"m"	"us"	18
"uc2.ark+=13960=t80k2765m"	1920	1920	1920	"vulgar"			"Darlington, William Aubrey"		"Alf's button"	"m"	"uk"	2
"pst.000005408344"	1920	1920	1920	"elite"	12296924		"Golding, Louis"		"Forward from Babylon"	"m"	"uk"	13
"uc2.ark+=13960=t6k06xn34"	1920	1920	1920	"vulgar"			"Deprend, Jeffrey"		"The golden poppy;"	"m"	"us"	3
"nyp.33433075727689"	1920	1920	1920	"vulgar"			"Footner, Hulbert"		"The fur bringers"	"m"	"ca"	23
"uc2.ark+=13960=t78s4kj2t"	1920	1920	1920	"elite"	1028309		"Cather, Willa"		"Youth and the Bright Medusa"	"f"	"us"	70
"njp.32101071958951"	1920	1920	0	"elite"	8980406		"Chekhov, Anton"		"The Chorus Girl and Other Stories "	"m"	"ru"	87
"uc2.ark+=13960=t0sq8tp41"	1920	1920	1920	"elite"	6533191		"Bullard, Arthur"		"The Stranger"	"m"	"us"	8
"uc2.ark+=13960=t90865h7g"	1920	1920	1920	"vulgar"			"Norris, Kathleen Thompson"		"Harriet and the piper"	"f"	"us"	0
"nyp.33433074795042"	1920	1920	1920	"vulgar"			"Wood, Clement"		"Mountain"	"m"	"us"	4
"nyp.33433074823026"	1921	1921	1921	"vulgar"			"Bardeen, C. W. (Charles William)"		"Castiron Culver"	"m"	"us"	9
"njp.32101067707461"	1921	1921	1921	"elite"	8964899		"Algernon Blackwood"		"The Bright Messenger"	"m"	"uk"	51
"wu.89098985260"	1921	1921	1921	"elite"	9184547		"Swinnerton, Frank"		"Coquette"	"m"	"uk"	59
"nyp.33433074947106"	1921	1921	1921	"vulgar"			"Cody, H. A. (Hiram Alfred)"		"Jess of the Rebel trail"	"m"	"ca"	14
"uc2.ark+=13960=t9x060q9p"	1921	1921	1921	"elite"	280726		"Bibesco, Elizabeth"		"I Have Only Myself to Blame"	"f"	"uk"	6
"hvd.hwpe1q"	1921	1921	1921	"elite"	100541804		"Tarkington, Booth"		"Alice Adams"	"m"	"us"	207
"nyp.33433074881081"	1921	1921	1921	"elite"	630615		"Marshall, Archibald"		"The Hall and the Grange"	"m"	"uk"	86
"pst.000006180706"	1922	1921	1921	"elite"	12290092		"Stribling, T.S"		"Birthright"	"m"	"us"	0
"nyp.33433074828116"	1921	1921	1921	"vulgar"			"Baskerville, Beatrice C"		"The enchanted garden"	"f"	"us"	2
"uc2.ark+=13960=t4gm83h3w"	1921	1921	1921	"vulgar"			"Oyen, Henry"		"Twisted trails"	"m"	"us"	11
"nyp.33433074920640"	1921	1921	1921	"vulgar"			"Ayres, Ruby M. (Ruby Mildred)"		"The marriage of Barry Wicklow"	"f"	"uk"	13
"nyp.33433074853726"	1921	1921	1921	"vulgar"			"Dorr, Henry G"		"Mohawk Peter"	"m"	"us"	1
"uc2.ark+=13960=t1wd3r010"	1921	1921	1921	"elite"	245301		"Haldeman-Julius, Emanuel and Anna Marcet"		"Dust"	"m"	"us"	3
"uc2.ark+=13960=t39z9256f"	1922	1922	1922	"vulgar"			"Travers, John"		"The Mortimers"	"m"		2
"uc2.ark+=13960=t6833w53j"	1922	1922	1922	"vulgar"			"Bruce, Mary Grant"		"The stone axe of Burkamukk"	"f"	"au"	1
"nyp.33433107875183"	1922	1922	1922	"elite"	100157399		"Garnett, David"		"Lady into Fox"	"m"	"uk"	27
"nyp.33433043076763"	1922	1922	1922	"vulgar"			"Bottome, Phyllis"		"The kingfisher"	"f"	"uk"	23
"uc1.$b244963"	1922	1922	1922	"elite"	1775030		"Stern, G. B"		"The Room"	"f"	"uk"	27
"uc1.$b312450"	1923	1922	1922	"elite"	6541441		"Sanborn, Gertrude"		"Veiled Aristocrats"	"f"	"us"	3
"uiug.30112042040268"	1922	1922	1922	"elite"	100199792		"Sinclair, May"		"Anne Severn and the Fieldings"	"f"	"uk"	66
"nyp.33433074800677"	1922	1922	1922	"vulgar"			"Barnett, Ada"		"The man on the other side"	"f"	"us"	1
"uc2.ark+=13960=t6qz2389j"	1922	1922	1922	"vulgar"			"Linderman, Frank Bird"		"Lige Mounts"	"m"	"us"	14
"uc1.$b784312"	1927	1922	1922	"vulgar"			"Everett-Green, Evelyn"		"Francesca, | by Cecil Adair."	"f"	"uk"	26
"uc2.ark+=13960=t4jm24n5d"	1922	1922	1922	"elite"	6533668		"Gerould, Katharine Fullerton"		"Lost Valley"	"f"	"us"	15
"uc1.b3810837"	1923	1922	1922	"vulgar"			"Buchan, John"		"The path of the king / | $c: John Buchan."	"m"	"uk"	69
"uc2.ark+=13960=t6tx36g8z"	1922	1922	1922	"elite"	449490		"Harrison, Henry"		"Saint Teresa"	"m"	"us"	0
"uc2.ark+=13960=t3gx46m3s"	1922	1922	1922	"vulgar"			"(Alfred Greenwood), Hales, A. G"		"M'Glusky"	"m"	"au"	6
"nyp.33433076083645"	1922	1922	1922	"elite"	8589665		"Gabriel, Gilbert W"		"Jiminy"	"m"	"us"	4
"nyp.33433074817366"	1922	1922	1922	"vulgar"			"Crawford, Jack Randall"		"I walked in Arden"	"m"	"us"	2
"nyp.33433082003272"	1922	1922	1922	"vulgar"			"Newgeon, Walter Bliss"		"Rhesa"	"m"		2
"uc1.a0001121284"	1922	1922	1922	"elite"	100004277		"Hergesheimer, Joseph"		"Cytherea"	"m"	"us"	76
"uc1.b3290399"	1922	1922	1922	"elite"	10050527		"William McFee"		"Command"	"m"	"uk"	0
"uc2.ark+=13960=t17m0b24d"	1922	1922	1922	"vulgar"			"Brighouse, Harold"		"Hepplestall's"	"m"	"uk"	4
"osu.32435000149807"	1923	1923	1923	"vulgar"			"Ruck, Berta"		"Sir or madam : | a novel / | $c: by Berta Ruck, frontispiece by edward C. Caswell."	"f"	"uk"	15
"mdp.39015063543840"	1923	1923	1923	"vulgar"			"Broster, Dorothy Kathleen"		"The wounded name, | $c: by D. K. Broster."	"f"	"uk"	1
"mdp.39015031231437"	1923	1923	1923	"elite"	485638		"De la Mare, Walter "		"The Riddle and Other Tales"	"m"	"uk"	39
"uc1.$b177922"	1923	1923	1923	"vulgar"			"Blasco Ibáñez, Vicente"		"The temptress (La tierra de todos) | $c: by Vicente Blasco Ibañes. Authorized translation by Leo Ongley."	"m"	"es"	55
"mdp.39015063963345"	1923	1923	1923	"vulgar"			"Van Santvoord, Seymour"		"Octavia; | a tale of ancient Rome, | $c: by Seymour Van Santvoord."	"m"	"us"	1
"mdp.39015024086434"	1923	1923	1923	"elite"	1031354		"Hawes, Charles Boardman "		"The Dark Frigate: wherein is told the story of Philip Marsham who lived in the time of King Charles and was bred a sailor but came home to England after many hazards by sea and land and fought for the King at Newbury and lost a great inheritance and departed for Barbados in the same ship, by curious chance, in which he had long adventured with the pirates"	"m"	"us"	0
"uc1.$b243910"	1923	1923	1923	"elite"	6498438		"Kaye-Smith, Sheila"		"The End of the House of Alard"	"f"	"uk"	60
"mdp.39015066052054"	1923	1923	1923	"elite"	485530		"Dell, Floyd"		"Janet March"	"m"	"us"	21
"uc1.b3327172"	1923	1923	1923	"vulgar"			"Roberts, Morley"		"Followers of the sea; | a set of sea-comedies, | $c: by Morley Roberts."	"m"	"uk"	41
"osu.32435054215884"	1923	1923	1923	"vulgar"			"Coverdale, Harry"		"The unknown seven : | a detective story / | $c: by Harry Coverdale."	"m"	"us"	1
"uc1.$b85950"	1923	1923	1923	"elite"	427323		"Bennett, Arnold"		"Riceyman Steps"	"m"	"uk"	0
"mdp.39015066053193"	1923	1923	1923	"elite"	381914		"Anderson, Sherwood"		"Many Marriages"	"m"	"us"	34
"mdp.39015063975869"	1923	1923	1923	"elite"	326681		"Winslow, Thyra Samter"		"Picture Frames"	"f"	"us"	5
"uc1.$b245181"	1923	1923	1923	"elite"	3563127		"Wells, H. G"		"Men Like Gods"	"m"	"uk"	154
"uc1.$b302110"	1923	1923	1923	"elite"	1025637		"Nichols, Robert"		"Fantastica"	"m"	"uk"	2
"osu.32435058038647"	1923	1923	1923	"vulgar"			"Perrin, Clyde"		"The thunderbolt / | $c: by Clyde Perrin."	"m"	"us"	1
"uc1.$b245138"	1923	1923	1923	"elite"	6499266		"Tarkington, Booth"		"The Fascinating Stranger"	"m"	"us"	207
"njp.32101066458074"	1923	1923	1923	"vulgar"			"Coppard, A. E. (Alfred Edgar)"		"The black dog, | and other stories / | $c: by A.E. Coppard."	"m"	"uk"	33
"mdp.39015059414741"	1923	1923	1923	"vulgar"			"McKenna, Stephen"		"Vindication; | a novel, | $c: by Stephen McKenna."	"m"	"uk"	46
"uc1.$b244118"	1924	1924	1924	"elite"	671556		"Mottram, R. H"		"The Spanish Farm"	"m"	"uk"	31
"uc1.b4097394"	1924	1924	1924	"elite"			"Ferber, Edna"		"So big."	"f"	"us"	64
"uc1.b4097697"	1924	1924	1924	"elite"	6152929		"Ford, Ford Madox"		"Some Do Not"	"m"	"uk"	66
"pst.000009981584"	1924	1924	1924	"vulgar"			"Mundy, Talbot"		"Om : | the secret of Abhor valley / | $c: by Talbot Mundy."	"m"	"us"	18
"mdp.39015022200417"	1925	1924	1924	"elite"	538765		"Macaulay, Rose"		"Orphan Island"	"f"	"uk"	22
"mdp.39015063545472"	1924	1924	1924	"vulgar"			"Cross, Ruth"		"The golden cocoon; | a novel, | $c: by Ruth Cross."	"f"	"us"	2
"uc1.$b87340"	1924	1924	1924	"elite"	481329		"Galsworthy, John"		"The White Monkey"	"m"	"uk"	226
"uc1.$b244144"	1924	1924	1924	"elite"	6498602		"Murry, John Middleton"		"The Voyage"	"m"	"uk"	4
"uc1.$b802367"	1924	1924	1924	"vulgar"			"Webster, Henry Kitchell"		"The innocents : | a novel / | $c: by Henry Kitchell Webster."	"m"	"us"	32
"uc1.b3445270"	1952	1924	1924	"elite"	6298716		"Forster, E.M"		"A Passage to India"	"m"	"uk"	16
"mdp.39015063918257"	1924	1924	1924	"vulgar"			"Fletcher, J. S. (Joseph Smith)"		"The mill of many windows, | $c: by J. S. Fletcher."	"m"	"uk"	45
"pst.000000823524"	1925	1925	1925	"elite"	392665		"Glasgow, Ellen Anderson Gholson"		"Barren Ground"	"f"	"us"	102
"inu.39000003684086"	1925	1925	1925	"elite"	538061		"Lewis, Sinclair"		"Arrowsmith"	"m"	"us"	94
