"docid"	"author"	"title"	"inferreddate"	"latestcomp"	"firstpub"	"allcopiesofwork"	"copiesin25yrs"	"gender"	"nationality"	"earlyedition"	"lastname"	"imprint"	"recordid"	"norton"	"heath"	"nortonshort"	"mostdiscussed"	"preregistered"	"reviewed"	"contrast4reviewed"	"bestseller"
"uc1.b3862825"	"Forester, C. S. (Cecil Scott)"	"Ship of the line."	1939	1938	1938			"m"	"uk"		"Forester"	"New York|Grosset & Dunlap|c1939"	6737451	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"mdp.39015008975917"	"Durrell, Lawrence"	"The Black Book"	1960	1938	1938			"m"	"uk"		"Durrell"			"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc1.32106002139753"	"Rawlings, Marjorie Kinnan"	"The yearling;"	1938	1938		5	3			"True"	"Rawlings"	"New York|Scribner|1938."	1113231	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015000551088"	"O'Hara, John"	"Hope of Heaven"	1938	1938	1938			"m"	"us"		"O'Hara"			"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"mdp.39015019073140"	"Heppenstall, Rayner"	"The Blaze of Noon"	1962	1939	1939	3	3	"m"	"uk"	"True"	"Heppenstall"	"London|Barrie and Rockliff|1962"	438254	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"pst.000065617298"	"Grey, Zane"	"To the last man"	2005	1939		1	1			"False"	"Grey"	"Norwalk, Conn.|Easton Press|c2005."	9810288	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015031600409"	"Chandler, Raymond"	"The big sleep"	1945	1939	1939	1	1	"m"	"us"	"True"	"Chandler"	"New York|A. A. Knopf|1945"	624157	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"
"uc1.$b57138"	"Page, Elizabeth"	"The tree of liberty"	1939	1939		1	1			"True"	"Page"	"New York|Toronto|Farrar & Rinehart, inc.|c1939"	6576413	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015010301193"	"Asch, Sholem"	"The Nazarene"	1939	1939		3	3			"True"	"Asch"	"New York|G. P. Putnam's sons|c1939"	983716	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015004063601"	"Steinbeck, John"	"The grapes of wrath"	1939	1939	1939	11	6	"m"	"us"	"True"	"Steinbeck"	"New York|The Viking press|c1939"	1029460	"False"	"True"	"False"	"False"	"True"	"False"	"False"	"True"
"uc1.b3456943"	"Morley, Christopher"	"Kitty Foyle"	1939	1939		3	3			"True"	"Morley"	"Philadelphia|New York [etc.|J.B. Lippincott Company|c1939"	6302709	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015004274232"	"Joyce, James"	"Finnegan's Wake"	1943	1939	1939			"m"	"ir"		"Joyce"			"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"mdp.39015003345124"	"Faulkner, William"	"The Wild Palms"	1939	1939	1939	6	5	"m"	"us"	"True"	"Faulkner"	"New York|Random house|c1939"	1375790	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"mdp.39015000659055"	"Llewellyn, Richard"	"How Green Was My Valley"	1940	1939	1939			"m"	"uk"		"Llewellyn"	"New York|The Macmillan company|1940."	537110	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"mdp.39015066057277"	"Herbst, Josephine"	"Rope of gold, | $c: by Josephine Herbst."	1939	1939	1939	1	1	"f"	"us"	"True"	"Herbst"	"New York|Harcourt, Brace and company|c1939"	436870	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uc1.$b56389"	"Cochran, Louis"	"Boss Man / | $c: by Louis Cochran."	1939	1939	1939	1	1	"m"	"us"	"True"	"Cochran"	"Caldwell, Id.|The Caxton Printers, Ltd.|1939."	6575855	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"mdp.39015013020519"	"Derleth, August William"	"Restless is the river / | $c: August Derleth."	1939	1939	1939			"m"	"us"		"Derleth"	"New York|Scribner|1939."	434621	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"inu.39000001774020"	"Godden, Rumer"	"Black Narcissus"	1939	1939	1939			"f"	"uk"		"Godden"	"Boston|Little, Brown and company|1939."	392537	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"mdp.39015030717808"	"Walpole, Hugh"	"The Sea Tower"	1939	1939	1939			"m"	"uk"		"Walpole"	"New York|Doubleday, Doran and Company, inc.|1939."	1187881	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc1.$b56415"	"Corey, Paul"	"The road returns, | $c: by Paul Corey."	1940	1940	1940	1	1	"m"	"us"	"True"	"Corey"	"Indianapolis|Bobbs-Merrill|c1940."	6575872	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"mdp.39015012934694"	"Sugrue, Thomas"	"Such is the kingdom / | $c: Thomas Sugrue."	1940	1940	1940	1	1	"m"	"us"	"True"	"Sugrue"	"New York|H. Holt|c1940."	877522	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"pst.000044192167"	"McCullers, Carson"	"The Heart is a Lonely Hunter"	1967	1940	1940	5	1	"f"	"us"	"True"	"McCullers"	"New York|Bantam Books|1967, c1940]."	7066044	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"mdp.39015028547191"	"Struther, Jan"	"Mrs. Miniver"	1940	1940		3	3			"True"	"Struther"	"New York|Harcourt, Brace and company|c1940"	631779	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015066409924"	"Wright, Richard"	"Native son"	1993	1940	1940	1	1	"m"	"us"	"False"	"Wright"	"Cutchogue, NY|Buccaneer Books|c1993."	3330605	"False"	"False"	"False"	"True"	"True"	"False"	"False"	"False"
"mdp.39015000543002"	"Paul, Elliot"	"Hugger-mugger in the Louvre; | a Homer Evans murder mystery, | $c: by Elliot Paul."	1940	1940	1940	1	1	"m"	"us"	"True"	"Paul"	"New York|Random house|c1940"	10298	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uc1.32106002107412"	"Fitzgerald, F. Scott (Francis Scott)"	"Babylon revisited, and other stories"	1960	1940		2	1			"True"	"Fitzgerald"	"New York|Scribner|1960"	1028542	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"
"mdp.39015020720481"	"Hemingway, Ernest"	"For Whom the Bell Tolls"	1940	1940	1940			"m"	"us"		"Hemingway"	"New York|Scribner|1940."	436041	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"mdp.39015030851110"	"Bromfield, Louis"	"Night in Bombay"	1940	1940		3	3			"True"	"Bromfield"	"New York|London|Harper & brothers|1940."	582502	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015053608637"	"Myers, L. H"	"The Pool of Vishnu"	1940	1940	1940	3	3	"m"	"uk"	"True"	"Myers"	"New York|Harcourt, Brace and company|c1940"	671908	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"umn.31951002025646c"	"Whitney, Janet"	"Jennifer,"	1941	1940	1940	1	1	"f"	"us"	"True"	"Whitney"	"New York|W. Morrow & company|1941."	9891927	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"mdp.39015066076368"	"Hemingway, Ernest"	"For whom the bell tolls"	1940	1940		6	5			"True"	"Hemingway"	"New York|Scribner|1940."	436041	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc1.32106002089198"	"Bellamann, Henry"	"Kings Row"	1940	1940		3	3			"True"	"Bellamann"	"New York|Simon and Schuster|1940."	7122774	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015055278512"	"Curran, Dale"	"Piano in the band | $c: [by] Dale Curran."	1940	1940	1940	2	2	"m"	"us"	"True"	"Curran"	"New York|Reynal & Hitchcock|c1940"	286179	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"mdp.39015016708177"	"Llewellyn, Richard"	"How green was my valley"	1940	1940		6	5			"True"	"Llewellyn"	"New York|The Macmillan company|1940."	1112940	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"umn.31951002082062h"	"Frankland, Edward Percy"	"The bear of Britain."	1940	1940	1940	1	1	"m"	"uk"	"True"	"Frankland"	"London|Macdonald & co., ltd.|1940"	9892821	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"pst.000029840205"	"Greene, Graham"	"The Power and the Glory"	1946	1940	1940			"m"	"uk"		"Greene"	"New York|The Viking press|1946."	434329	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc1.b4097393"	"Ferber, Edna"	"Saratoga trunk"	1941	1941		5	5			"True"	"Ferber"	"Garden City, N.Y.|Doubleday, Dooran & Co.|1941."	6152792	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"inu.32000009149842"	"Hilton, James"	"Random harvest"	1941	1941		2	2			"True"	"Hilton"	"Boston|Little, Brown and Co.|1941."	1112430	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc1.b3295221"	"Street, James H. (James Howell)"	"In my father's house, | $c: by James Street."	1941	1941	1941	1	1	"m"	"us"	"True"	"Street"	"New York|The Dial press|1941."	6129055	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"mdp.39015030727997"	"Chase, Mary Ellen"	"Windswept"	1941	1941		3	3			"True"	"Chase"	"New York|The Macmillan company|1941."	625020	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc1.$b106208"	"Maugham, W. Somerset"	"Up at the Villa"	1941	1941	1941	1	1	"m"	"uk"	"True"	"Maugham"	"New York|Doubleday, Doran & Co.|1941."	631845	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc1.$b301179"	"Löhrke, Eugene"	"Night raid."	1941	1941	1941	1	1	"m"	"uk"	"True"	"Löhrke"	"New York|H. Holt|c1941"	10105500	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"mdp.39015057934351"	"Cain, James M"	"Mildred Pierce"	1941	1941	1941			"m"	"us"		"Cain"	"New York|A. A. Knopf|1941."	622560	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc1.$b56674"	"Hough, Frank O"	"The Neutral Ground"	1941	1941	1941	1	1	"m"	"us"	"True"	"Hough"	"Philadelphia|New York|J.B. Lippincott Company|c1941"	6576069	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"umn.31951001996467i"	"Anderson, Sherwood"	"Winesburg, Ohio"	1960	1941		5	3			"True"	"Anderson"	"New York|Viking Press|1960."	1028136	"True"	"True"	"False"	"False"	"False"	"False"	"False"	"False"
"mdp.39015030730850"	"Steen, Marguerite"	"The sun is my undoing : a novel"	1941	1941		2	2			"True"	"Steen"	"New York|Viking Press|1941."	2934183	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015066059935"	"Stein, Gertrude"	"Ida"	1941	1941	1941	1	1	"f"	"us"	"True"	"Stein"	"New York|Random house|c1941"	1194572	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"mdp.39015000625262"	"Knight, Eric"	"This above all"	1941	1941		2	2			"True"	"Knight"	"New York|London|Harper & brothers|c1941"	536751	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc1.$b117378"	"Hubbard, Margaret Ann"	"Seraphina Todd, | $c: by Margaret Ann Hubbard, illustrated by Manning de V. Lee."	1941	1941	1941	1	1	"f"	"us"	"True"	"Hubbard"	"New York|The Macmillan company|1941."	6610084	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"mdp.39015019181331"	"Davenport, Marcia"	"The valley of decision"	1942	1942		3	2			"True"	"Davenport"	"New York|C. Scribner's sons|1942."	439262	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"pst.000002027432"	"Field, Rachel"	"And now tomorrow"	1942	1942		3	3			"True"	"Field"	"New York|Macmillan|1952 [c1942]."	9430216	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015002379611"	"Redding, J. Saunders (Jay Saunders)"	"No day of triumph"	1942	1942		1	1			"True"	"Redding"	"New York|London|Harper & brothers|1942"	337678	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"
"uc1.$b56351"	"Cannon, LeGrand"	"Look to the Mountain"	1942	1942	1942	3	3	"m"	"us"	"True"	"Cannon"	"New York|Henry Holt and Company|1942"	6575824	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"mdp.39015005757706"	"Werfel, Franz"	"Song of Bernadette"	1942	1942		2	1			"True"	"Werfel"	"New York|Viking Press|c1942."	1198616	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"miun.acm3742,0001,001"	"Bromfield, Louis"	"The rains came"	1942	1942		1	1			"True"	"Bromfield"	"New York|Grosset & Dunlap|1942"		"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc1.$b56382"	"Clements, E. H. (Eileen Helen)"	"Perhaps a little danger / | $c: by E. H. Clements."	1942	1942	1942	1	1	"f"	"us"	"True"	"Clements"	"New York|Dutton|1942."	6575850	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"mdp.39015050756801"	"Steinbeck, John"	"The Moon is Down"	1942	1942	1942			"m"	"us"		"Steinbeck"	"New York|The Viking Press|1942."	1029463	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"mdp.39015030851136"	"Bromfield, Louis"	"Mrs. Parkington"	1943	1943		2	2			"True"	"Bromfield"	"New York|London|Harper & Bros.|c1943"	582440	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015054021426"	"Fast, Howard"	"Citizen Tom Paine | $c: [by] Howard Fast."	1943	1943	1943	2	2	"m"	"us"	"True"	"Fast"	"New York|Duell, Sloan and Pearce|1943"	388979	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"mdp.39015027237067"	"Stewart, Mary"	"Touch not the cat"	1976	1943		1	1			"False"	"Stewart"	"New York|Morrow|1976."	691416	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39076005055640"	"Stewart, Mary"	"This rough magic"	1964	1943		1	1			"True"	"Stewart"	"New York|Mill and Morrow|1964."	9904952	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc1.$b102411"	"Johnson, Pamela Hansford"	"Winter quarters, | $c: by Pamela Hansford Johnson."	1944	1943	1943	1	1	"f"	"uk"	"True"	"Johnson"	"New York|The Macmillan company|1944."	6601813	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uc1.b4368241"	"Asch, Sholem"	"The apostle"	1943	1943		4	4			"True"	"Asch"	"New York|G.P. Putnam's Sons|1943"	983710	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015066052146"	"Cheever, John "	"The Way Some People Live"	1943	1943	1943	1	1	"m"	"us"	"True"	"Cheever"	"New York|Random House|1943."	626221	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"mdp.39015000613409"	"Smith, Betty"	"A Tree Grows in Brooklyn"	1943	1943	1943	2	2	"f"	"us"	"True"	"Smith"	"New York|London|Harper & Brothers|1943."	1185902	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"True"
"uc1.$b106144"	"Weidman, Jerome"	"The lights around the shore."	1943	1943	1943	1	1	"m"	"us"	"True"	"Weidman"	"New York|Simon and Schuster|1943."	6603991	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"mdp.39015040127014"	"Stewart, Mary"	"The last enchantment"	1979	1943		2	2			"False"	"Stewart"	"New York|Morrow|1979."	300906	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015028762006"	"Dos Passos, John"	"Number One"	1943	1943	1943	2	2	"m"	"us"	"True"	"Dos"	"Boston|Houghton Mifflin|c1943"	1028380	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc1.$b105348"	"Strong, Anna Louise"	"Wild river, | $c: by Anna Louise Strong."	1943	1943	1943	2	2	"f"	"us"	"True"	"Strong"	"Boston|Little, Brown|c1943"	6603503	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"mdp.39015010687682"	"De Vries, Peter"	"The handsome heart, | $c: by Peter De Vries."	1943	1943	1943	1	1	"m"	"us"	"True"	"De"	"New York|Coward-McCann, inc.|1943"	540150	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"mdp.39015009382261"	"Stewart, Mary"	"The crystal cave"	1970	1943		2	1			"False"	"Stewart"	"New York|Morrow|1970."	1026132	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015005685535"	"Allen, Hervey"	"The forest and the fort"	1943	1943		2	2			"True"	"Allen"	"New York|Farrar & Rinehart|1943"	657198	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015012856327"	"Welty, Eudora"	"The Wide Net and Other Stories"	1943	1943	1943			"f"	"us"		"Welty"	"New York|Harcourt, Brace and company|1943"	1775936	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc1.$b86321"	"Caldwell, Erskine"	"Georgia boy."	1943	1943	1943			"m"	"us"		"Caldwell"	"New York|Duell, Sloan and Pearce|1943"	1020904	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"mdp.39015030719481"	"Williams, Ben Ames"	"Leave Her to Heaven"	1944	1944	1944			"m"	"us"		"Williams"	"Boston|Houghton Mifflin company|1944."	1188565	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"mdp.39015063921038"	"Knight, Kathleen Moore"	"Design in diamonds, | a Margot Blair mystery."	1944	1944	1944	1	1	"f"	"us"	"True"	"Knight"	"Garden City, New York|Published for the Crime club by Doubleday, Doran & co., inc.|1944."	321576	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"mdp.39015031306155"	"Warner, Rex"	"Return of the Traveller"	1944	1944	1944			"m"	"uk"		"Warner"	"Philadelphia|New York|J. B. Lippincott company|1944"	1194845	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"mdp.39015025036917"	"Hersey, John"	"A bell for Adano"	1944	1944		5	5			"True"	"Hersey"	"New York|A. A. Knopf|1944."	438327	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc1.$b523465"	"Brown, Zenith Jones, Mrs"	"All for the love of a lady, | $c: by Leslie Ford [pseud.]"	1944	1944	1944	1	1	"f"	"us"	"True"	"Brown"	"New York|Scribner|c1944."	6084843	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"mdp.39015051364423"	"Graham, Gwethalyn"	"Earth and high heaven"	1944	1944		3	3			"True"	"Graham"	"Philadelphia|J. B. Lippincott Company|c1944."	584616	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc1.32106002137674"	"Porter, Katherine Anne"	"The Leaning Tower"	1944	1944	1944			"f"	"us"		"Porter"	"New York|Harcourt, Brace and Company|1944"	1029127	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc1.$b802363"	"Underwood, Charlotte"	"The dark glass,"	1944	1944	1944	1	1	"f"	"us"	"True"	"Underwood"	"New York|London|Harper & brothers|1944"	9950376	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uc1.$b56184"	"Puckette, Clara Childs"	"Old Mitt laughs last, | $c: by Clara Childs Puckett; drawings by Sandra James."	1944	1944	1944	1	1	"f"	"us"	"True"	"Puckette"	"New York|Indianapolis|The Bobbs-Merrill company|1944"	6575718	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"inu.32000009118748"	"Lehmann, Rosamond"	"The Ballad and the Source"	1944	1944	1944	3	3	"f"	"uk"	"True"	"Lehmann"	"London|Collins|1944."	6060837	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"mdp.39015003942102"	"Goudge, Elizabeth"	"Green Dolphin street"	1944	1944		1	1			"True"	"Goudge"	"New York|Coward-McCann|1944"	392863	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc1.$b186815"	"Neumann, Robert"	"The Inquest"	1944	1944	1944	1	1	"m"	"ger"	"True"	"Neumann"	"New York|E. P. Dutton & co., inc.|1945."	6654201	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"mdp.39015001816563"	"Stafford, Jean"	"Boston Adventure"	1944	1944	1944			"f"	"us"		"Stafford"	"Philadelphia|The Blakiston Co.|c1944"	1774973	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc1.$b106291"	"Shute, Nevil"	"Pastoral, | $c: by Nevil Shute [pseud.]."	1944	1944	1944			"m"	"uk"		"Shute"	"New York|W. Morrow and Co.|1944."	673673	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"mdp.39015010387036"	"Winsor, Kathleen"	"Forever Amber"	1944	1944		2	1			"True"	"Winsor"	"London|Macdonald|1944"	1188731	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015034646565"	"Landon, Margaret"	"Anna and the King of Siam"	1944	1944		4	4			"True"	"Landon"	"New York|J. Day|1944"	1870425	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc1.32106014826249"	"Smith, Lillian Eugenia"	"Strange fruit, | $c: a novel by Lillian Smith."	1944	1944	1944	2	2	"f"	"us"	"True"	"Smith"	"New York|Reynal & Hitchcock|1944"	1029408	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uc1.$b620170"	"Nagibin, I͡Uriĭ"	"Each for all, | $c: by Yuri Nagibin."	1945	1945	1945	1	1	"m"	"ru"	"True"	"Nagibin"	"London|New York|Hutchinson|1945"	6097314	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"mdp.39015048732443"	"De la Roche, Mazo"	"The master of Jalna"	1945	1945		3	3			"True"	"De"	"Boston|Little, Brown, and company|1945."	485498	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"osu.32435022102032"	"Nin, Anais"	"This Hunger"	1945	1945	1945	1	1	"f"	"cu"	"True"	"Nin"	"New York|Gemor Press|1945-"	5062908	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc1.$b787338"	"Reddin, Kenneth"	"Another Shore"	1945	1945	1945	1	1	"m"	"uk"	"True"	"Reddin"	"London|Cresset Press|1945]."	9954110	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc1.$b302189"	"Parrish, Anne"	"Poor Child"	1945	1945	1945	2	2	"f"	"us"	"True"	"Parrish"	"New York|London|Harper & Brothers|1945"	6534799	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc1.$b300999"	"Graeme, Bruce"	"The coming of the Carew; | a fantasy in crime, | $c: by Bruce Graham [pseud.]"	1945	1945	1945	1	1	"m"	"uk"	"True"	"Graeme"	"London|Hutchinson|1945"	6534133	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"mdp.39076002720196"	"Stone, Caroline R"	"Clorinda of Cherry lane farm / | $c: by Caroline R. Stone."	1945	1945	1945	1	1	"f"	"us"	"True"	"Stone"	"New York|Liveright Pub. Corp.|c1945."	9930827	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uc1.$b182827"	"Cotterell, Geoffrey"	"Then a soldier"	1945	1945	1945	1	1	"m"	"uk"	"True"	"Cotterell"	"London|Eyre & Spottiswoode|1945"	6651986	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"mdp.39015032129218"	"Remarque, Erich Maria"	"Arch of triumph"	1945	1945		3	3			"True"	"Remarque"	"New York|London|D. Appleton-Century company, inc.|1945"	1443143	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc1.b4384779"	"Ullman, James Ramsey"	"The White tower"	1945	1945		5	5			"True"	"Ullman"	"Philadelphia|New York|J. B. Lippincott company|1945"	1113273	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc1.$b323515"	"Butler, Gerald"	"Mad with much heart | $c: [by] Gerald Butler."	1946	1945	1945	1	1	"m"	"uk"	"True"	"Butler"	"New York|Rinehart & company, inc.|1946"	6548367	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"mdp.39015040760053"	"Shellabarger, Samuel"	"Captain from Castile"	1945	1945		3	2			"True"	"Shellabarger"	"Philadelphia|The Blakiston company|1945."	1911532	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc1.b3710829"	"Keyes, Frances Parkinson"	"The river road"	1945	1945		2	2			"True"	"Keyes"	"New York|J. Messner|1945"	6702646	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015050557142"	"Hilton, James"	"So well remembered"	1945	1945		2	2			"True"	"Hilton"	"Boston|Little, Brown and company|1945."	438437	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015000628977"	"Langley, Adria Locke"	"A lion is in the streets"	1945	1945		2	2			"True"	"Langley"	"New York|Whittlesey house|McGraw-Hill book company|1945"	592257	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015066681480"	"Pritchett, V.S"	"It May Never Happen"	1945	1945	1945	3	3	"m"	"uk"	"True"	"Pritchett"	"London|Chatto & Windus|1945."	1025736	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc1.b3826722"	"Waugh, Evelyn"	"Brideshead Revisited"	1960	1945	1945	1	1	"m"	"uk"	"True"	"Waugh"	"London|Chapman & Hall|1960"	1020511	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"mdp.49015001021188"	"Thurber, James"	"The Thurber carnival"	1945	1945		3	3			"True"	"Thurber"	"New York|London|Harper & brothers|Printed at the Kingsport Press|c1945."	6815768	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015002264037"	"Orwell, George"	"Animal Farm"	1946	1945	1945	6	5	"m"	"uk"	"True"	"Orwell"	"New York|Harcourt, Brace|1946"	672816	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc1.$b56348"	"Campbell, Frances W"	"Men of the Enchantress, | a novel | $c: by Frances Campbell."	1946	1946	1946	1	1	"f"	"us"	"True"	"Campbell"	"Indianapolis, New York|The Bobbs-Merrill company|1946"	6575822	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"pst.000019201559"	"Christie, Agatha"	"The hollow / | $c: Agatha Christie."	1946	1946	1946	1	1	"f"	"uk"	"True"	"Christie"	"London|Fontana/Collins|c1946."	7031742	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uc1.32106006434416"	"Stout, Rex"	"The silent speaker, | $c: by Rex Stout"	1946	1946	1946	1	1	"m"	"us"	"True"	"Stout"	"New York|Viking Press|1946"	7145965	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"mdp.39015030113016"	"Yerby, Frank"	"The foxes of Harrow"	1946	1946		2	2			"True"	"Yerby"	"New York|Dial Press|1946."	1029831	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015065391388"	"Koestler, Arthur"	"Thieves in the Night"	1946	1946	1946			"m"	"hu"		"Koestler"	"London|The Macmillan company|1946."	1025435	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"mdp.39015047643500"	"Janney, Russell"	"The miracle of the bells"	1946	1946		2	2			"True"	"Janney"	"New York|Prentice-Hall, Inc.|1946."	482607	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015014776887"	"Du Maurier, Daphne"	"The King's general"	1946	1946		3	3			"True"	"Du"	"Garden City, New York|Doubleday & Company Inc.|1946."	1375609	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
